Level (in),Q (GPM)
30.85,11900.3
30.86,11910
30.87,11919.6
30.88,11929.3
30.89,11938.9
30.9,11948.6
30.91,11958.3
30.92,11967.9
30.93,11977.6
30.94,11987.3
30.95,11997
30.96,12006.7
30.97,12016.4
30.98,12026.1
30.99,12035.8
31,12045.5
31.01,12055.2
31.02,12064.9
31.03,12074.6
31.04,12084.4
31.05,12094.1
31.06,12103.8
31.07,12113.6
31.08,12123.3
31.09,12133.1
31.1,12142.8
31.11,12152.6
31.12,12162.4
31.13,12172.1
31.14,12181.9
31.15,12191.7
31.16,12201.5
31.17,12211.3
31.18,12221
31.19,12230.8
31.2,12240.6
31.21,12250.5
31.22,12260.3
31.23,12270.1
31.24,12279.9
31.25,12289.7
31.26,12299.6
31.27,12309.4
31.28,12319.2
31.29,12329.1
31.3,12338.9
31.31,12348.8
31.32,12358.6
31.33,12368.5
31.34,12378.4
31.35,12388.3
31.36,12398.1
31.37,12408
31.38,12417.9
31.39,12427.8
31.4,12437.7
31.41,12447.6
31.42,12457.5
31.43,12467.4
31.44,12477.3
31.45,12487.2
31.46,12497.2
31.47,12507.1
31.48,12517
31.49,12527
31.5,12536.9
31.51,12546.9
31.52,12556.8
31.53,12566.8
31.54,12576.7
31.55,12586.7
31.56,12596.7
31.57,12606.7
31.58,12616.6
31.59,12626.6
31.6,12636.6
31.61,12646.6
31.62,12656.6
31.63,12666.6
31.64,12676.6
31.65,12686.7
31.66,12696.7
31.67,12706.7
31.68,12716.7
31.69,12726.8
31.7,12736.8
31.71,12746.8
31.72,12756.9
31.73,12767
31.74,12777
31.75,12787.1
31.76,12797.1
31.77,12807.2
31.78,12817.3
31.79,12827.4
31.8,12837.5
31.81,12847.6
31.82,12857.6
31.83,12867.7
31.84,12877.9
31.85,12888
31.86,12898.1
31.87,12908.2
31.88,12918.3
31.89,12928.5
31.9,12938.6
31.91,12948.7
31.92,12958.9
31.93,12969
31.94,12979.2
31.95,12989.3
31.96,12999.5
31.97,13009.7
31.98,13019.8
31.99,13030
32,13040.2
32.01,13050.4
32.02,13060.6
32.03,13070.8
32.04,13081
32.05,13091.2
32.06,13101.4
32.07,13111.6
32.08,13121.8
32.09,13132
32.1,13142.3
32.11,13152.5
32.12,13162.8
32.13,13173
32.14,13183.2
32.15,13193.5
32.16,13203.8
32.17,13214
32.18,13224.3
32.19,13234.6
32.2,13244.8
32.21,13255.1
32.22,13265.4
32.23,13275.7
32.24,13286
32.25,13296.3
32.26,13306.6
32.27,13316.9
32.28,13327.2
32.29,13337.6
32.3,13347.9
32.31,13358.2
32.32,13368.5
32.33,13378.9
32.34,13389.2
32.35,13399.6
32.36,13409.9
32.37,13420.3
32.38,13430.7
32.39,13441
32.4,13451.4
32.41,13461.8
32.42,13472.2
32.43,13482.5
32.44,13492.9
32.45,13503.3
32.46,13513.7
32.47,13524.1
32.48,13534.6
32.49,13545
32.5,13555.4
32.51,13565.8
32.52,13576.3
32.53,13586.7
32.54,13597.1
32.55,13607.6
32.56,13618
32.57,13628.5
32.58,13638.9
32.59,13649.4
32.6,13659.9
32.61,13670.4
32.62,13680.8
32.63,13691.3
32.64,13701.8
32.65,13712.3
32.66,13722.8
32.67,13733.3
32.68,13743.8
32.69,13754.3
32.7,13764.8
32.71,13775.4
32.72,13785.9
32.73,13796.4
32.74,13807
32.75,13817.5
32.76,13828.1
32.77,13838.6
32.78,13849.2
32.79,13859.7
32.8,13870.3
32.81,13880.9
32.82,13891.4
32.83,13902
32.84,13912.6
32.85,13923.2
32.86,13933.8
32.87,13944.4
32.88,13955
32.89,13965.6
32.9,13976.2
32.91,13986.8
32.92,13997.5
32.93,14008.1
32.94,14018.7
32.95,14029.4
32.96,14040
32.97,14050.7
32.98,14061.3
32.99,14072
33,14082.6
33.01,14093.3
33.02,14104
33.03,14114.6
33.04,14125.3
33.05,14136
33.06,14146.7
33.07,14157.4
33.08,14168.1
33.09,14178.8
33.1,14189.5
33.11,14200.2
33.12,14211
33.13,14221.7
33.14,14232.4
33.15,14243.2
33.16,14253.9
33.17,14264.6
33.18,14275.4
33.19,14286.1
33.2,14296.9
33.21,14307.7
33.22,14318.4
33.23,14329.2
33.24,14340
33.25,14350.8
33.26,14361.6
33.27,14372.4
33.28,14383.2
33.29,14394
33.3,14404.8
33.31,14415.6
33.32,14426.4
33.33,14437.2
33.34,14448.1
33.35,14458.9
33.36,14469.7
33.37,14480.6
33.38,14491.4
33.39,14502.3
33.4,14513.1
33.41,14524
33.42,14534.9
33.43,14545.7
33.44,14556.6
33.45,14567.5
33.46,14578.4
33.47,14589.3
33.48,14600.2
33.49,14611.1
33.5,14622
33.51,14632.9
33.52,14643.8
33.53,14654.7
33.54,14665.6
33.55,14676.6
33.56,14687.5
33.57,14698.5
33.58,14709.4
33.59,14720.3
33.6,14731.3
33.61,14742.3
33.62,14753.2
33.63,14764.2
33.64,14775.2
33.65,14786.2
33.66,14797.1
33.67,14808.1
33.68,14819.1
33.69,14830.1
33.7,14841.1
33.71,14852.1
33.72,14863.1
33.73,14874.2
33.74,14885.2
33.75,14896.2
33.76,14907.3
33.77,14918.3
33.78,14929.3
33.79,14940.4
33.8,14951.4
33.81,14962.5
33.82,14973.6
33.83,14984.6
33.84,14995.7
33.85,15006.8
33.86,15017.9
33.87,15028.9
33.88,15040
33.89,15051.1
33.9,15062.2
33.91,15073.3
33.92,15084.5
33.93,15095.6
33.94,15106.7
33.95,15117.8
33.96,15128.9
33.97,15140.1
33.98,15151.2
33.99,15162.4
34,15173.5
34.01,15184.7
34.02,15195.8
34.03,15207
34.04,15218.2
34.05,15229.4
34.06,15240.5
34.07,15251.7
34.08,15262.9
34.09,15274.1
34.1,15285.3
34.11,15296.5
34.12,15307.7
34.13,15318.9
34.14,15330.2
34.15,15341.4
34.16,15352.6
34.17,15363.8
34.18,15375.1
34.19,15386.3
34.2,15397.6
34.21,15408.8
34.22,15420.1
34.23,15431.4
34.24,15442.6
34.25,15453.9
34.26,15465.2
34.27,15476.5
34.28,15487.8
34.29,15499.1
34.3,15510.4
34.31,15521.7
34.32,15533
34.33,15544.3
34.34,15555.6
34.35,15566.9
34.36,15578.3
34.37,15589.6
34.38,15600.9
34.39,15612.3
34.4,15623.6
34.41,15635
34.42,15646.3
34.43,15657.7
34.44,15669.1
34.45,15680.4
34.46,15691.8
34.47,15703.2
34.48,15714.6
34.49,15726
34.5,15737.4
34.51,15748.8
34.52,15760.2
34.53,15771.6
34.54,15783
34.55,15794.4
34.56,15805.9
34.57,15817.3
34.58,15828.7
34.59,15840.2
34.6,15851.6
34.61,15863.1
34.62,15874.5
34.63,15886
34.64,15897.5
34.65,15908.9
34.66,15920.4
34.67,15931.9
34.68,15943.4
34.69,15954.9
34.7,15966.4
34.71,15977.9
34.72,15989.4
34.73,16000.9
34.74,16012.4
34.75,16023.9
34.76,16035.5
34.77,16047
34.78,16058.5
34.79,16070.1
34.8,16081.6
34.81,16093.2
34.82,16104.7
34.83,16116.3
34.84,16127.9
34.85,16139.4
34.86,16151
34.87,16162.6
34.88,16174.2
34.89,16185.8
34.9,16197.4
34.91,16209
34.92,16220.6
34.93,16232.2
34.94,16243.8
34.95,16255.4
34.96,16267.1
34.97,16278.7
34.98,16290.3
34.99,16302
35,16313.6
35.01,16325.3
35.02,16336.9
35.03,16348.6
35.04,16360.3
35.05,16371.9
35.06,16383.6
35.07,16395.3
35.08,16407
35.09,16418.7
35.1,16430.4
35.11,16442.1
35.12,16453.8
35.13,16465.5
35.14,16477.2
35.15,16488.9
35.16,16500.6
35.17,16512.4
35.18,16524.1
35.19,16535.9
35.2,16547.6
35.21,16559.3
35.22,16571.1
35.23,16582.9
35.24,16594.6
35.25,16606.4
35.26,16618.2
35.27,16630
35.28,16641.8
35.29,16653.5
35.3,16665.3
35.31,16677.1
35.32,16688.9
35.33,16700.8
35.34,16712.6
35.35,16724.4
35.36,16736.2
35.37,16748.1
35.38,16759.9
35.39,16771.7
35.4,16783.6
35.41,16795.4
35.42,16807.3
35.43,16819.2
35.44,16831
35.45,16842.9
35.46,16854.8
35.47,16866.7
35.48,16878.5
35.49,16890.4
35.5,16902.3
35.51,16914.2
35.52,16926.1
35.53,16938.1
35.54,16950
35.55,16961.9
35.56,16973.8
35.57,16985.8
35.58,16997.7
35.59,17009.6
35.6,17021.6
35.61,17033.5
35.62,17045.5
35.63,17057.5
35.64,17069.4
35.65,17081.4
35.66,17093.4
35.67,17105.4
35.68,17117.3
35.69,17129.3
35.7,17141.3
35.71,17153.3
35.72,17165.3
35.73,17177.4
35.74,17189.4
35.75,17201.4
35.76,17213.4
35.77,17225.5
35.78,17237.5
35.79,17249.5
35.8,17261.6
35.81,17306.54
35.82,17318.62
35.83,17330.71
35.84,17342.81
35.85,17354.91
35.86,17367.01
35.87,17379.12
35.88,17391.24
35.89,17403.36
35.9,17415.48
35.91,17427.61
35.92,17439.75
35.93,17451.89
35.94,17464.03
35.95,17476.19
35.96,17488.34
35.97,17500.5
35.98,17512.67
35.99,17524.84
36,17537.01
36.01,17549.2
36.02,17561.38
36.03,17573.57
36.04,17585.77
36.05,17597.97
36.06,17610.18
36.07,17622.39
36.08,17634.6
36.09,17646.83
36.1,17659.05
36.11,17671.28
36.12,17683.52
36.13,17695.76
36.14,17708.01
36.15,17720.26
36.16,17732.52
36.17,17744.78
36.18,17757.05
36.19,17769.32
36.2,17781.6
36.21,17793.88
36.22,17806.17
36.23,17818.46
36.24,17830.76
36.25,17843.06
36.26,17855.37
36.27,17867.69
36.28,17880
36.29,17892.33
36.3,17904.66
36.31,17916.99
36.32,17929.33
36.33,17941.67
36.34,17954.02
36.35,17966.37
36.36,17978.73
36.37,17991.1
36.38,18003.47
36.39,18015.84
36.4,18028.22
36.41,18040.61
36.42,18052.99
36.43,18065.39
36.44,18077.79
36.45,18090.19
36.46,18102.6
36.47,18115.02
36.48,18127.44
36.49,18139.87
36.5,18152.3
36.51,18164.73
36.52,18177.17
36.53,18189.62
36.54,18202.07
36.55,18214.53
36.56,18226.99
36.57,18239.45
36.58,18251.92
36.59,18264.4
36.6,18276.88
36.61,18289.37
36.62,18301.86
36.63,18314.36
36.64,18326.86
36.65,18339.37
36.66,18351.88
36.67,18364.4
36.68,18376.92
36.69,18389.45
36.7,18401.98
36.71,18414.52
36.72,18427.06
36.73,18439.61
36.74,18452.16
36.75,18464.72
36.76,18477.29
36.77,18489.85
36.78,18502.43
36.79,18515.01
36.8,18527.59
36.81,18540.18
36.82,18552.77
36.83,18565.37
36.84,18577.98
36.85,18590.59
36.86,18603.2
36.87,18615.82
36.88,18628.45
36.89,18641.08
36.9,18653.71
36.91,18666.35
36.92,18679
36.93,18691.65
36.94,18704.31
36.95,18716.97
36.96,18729.63
36.97,18742.31
36.98,18754.98
36.99,18767.66
37,18780.35
37.01,18793.04
37.02,18805.74
37.03,18818.44
37.04,18831.15
37.05,18843.86
37.06,18856.58
37.07,18869.3
37.08,18882.03
37.09,18894.76
37.1,18907.5
37.11,18920.21143
37.12,18932.93643
37.13,18945.66143
37.14,18958.38643
37.15,18971.11143
37.16,18983.83643
37.17,18996.56143
37.18,19009.28643
37.19,19022.01143
37.2,19034.73643
37.21,19047.46143
37.22,19060.18643
37.23,19072.91143
37.24,19085.63643
37.25,19098.36143
37.26,19111.08643
37.27,19123.81143
37.28,19136.53643
37.29,19149.26143
37.3,19161.98643
37.31,19174.71143
37.32,19187.43643
37.33,19200.16143
37.34,19212.88643
37.35,19225.61143
37.36,19238.33643
37.37,19251.06143
37.38,19263.78643
37.39,19276.51143
37.4,19289.23643
37.41,19301.96143
37.42,19314.68643
37.43,19327.41143
37.44,19340.13643
37.45,19352.86143
37.46,19365.58643
37.47,19378.31143
37.48,19391.03643
37.49,19403.76143
37.5,19416.48643
